item_id,title,category,brand,gender,age_group,attributes
ITEM_3215eb791b53,makrome el işi buyuk boy duvar süsü 100x90cm,ev & mobilya/ev/ev dekorasyon/duvar dekorasyonu/duvar dekorasyon ürünü,macromev,unknown,unknown,"renk: ekru, materyal: ahşap, tema / stil: bohem, parça sayısı: 1 parça, menşei: tr, color detail: ekru"
ITEM_74f8134854ca,saç fırçası 9516 8697888013714,kozmetik & kişisel bakım/saç bakım/saç fırçası ve tarak,lionesse,unknown,genç,"renk: beyaz, tip: fırça, bakım talimatları (genel): ürünün kullanım ömrünü korumak için ürüne özel bakım talimatlarını takip ediniz., color detail: renksiz"
ITEM_863cd62c19c1,237 spor ayakkabı,ayakkabı/spor ayakkabı/sneaker,new balance,erkek,yetişkin,"taban tipi: düz taban, dış materyal: tekstil, bağlama şekli: bağcıklı, renk: siyah, materyal: tekstil, saya materyali: tekstil, astar materyali: tekstil, iç taban materyali: tekstil, taban materyali: kauçuk, topuk boyu: kısa topuklu (1- 4 cm), sürdürülebilirlik detayı: hayır, topuk tipi: düz topuklu, ortam: sportswear, yıkama talimatı: type 4, desen: düz, kumaş tipi: dokuma, menşei: id, kutu durumu: kutulu, color detail: black"
ITEM_bc436fd634f3,haki crop fit erkek trençkot,giyim/dış giyim/pardesü & trençkot/trençkot,antioch,erkek,yetişkin,"kalıp: crop fit, materyal: polyester, kumaş tipi: dokuma, renk: haki, yaka tipi: ceket yaka, desen: düz, ürün tipi: düz, cep: çift cepli, kol tipi: standart kol, kol boyu: uzun, astar durumu: astarlı, ek özellik: ek özellik mevcut değil, kapama şekli: düğmeli, boy: midi, siluet: basic, sürdürülebilirlik detayı: hayır, ortam: günlük, kemer/kuşak durumu: kemersiz, yıkama talimatı: type 2, menşei: tr, color detail: haki"
ITEM_10e1933c7522,galaxy 7 m erkek spor ayakkabı id8760,ayakkabı/spor ayakkabı/koşu & antrenman ayakkabısı,adidas,erkek,yetişkin,"bağlama şekli: bağcıklı, dış materyal: tekstil, renk: siyah, taban materyali: eva, saya materyali: tekstil, topuk boyu: belirtilmemiş, iç taban materyali: tekstil, astar materyali: tekstil, materyal bileşeni: 50% tekstil, 50% pu, yıkama talimatı: t101, topuk tipi: dolgu topuklu, desen: düz, kumaş tipi: belirtilmemiş, koleksiyon: sportswear, ek özellik: bağcıklı, sürdürülebilirlik detayı: hayır, ortam: belirtilmemiş, menşei: id, color detail: siyah"
ITEM_81276ccb4cc2,siyah kadife çiçek küpe,aksesuar/takı & mücevher/küpe/bijuteri küpe,pelin aksesuar,kadın,unknown,"taş cinsi: yok, materyal: metal, renk: siyah, menşei: cn, kutu durumu: kutu yok, bakım talimatları (genel): ürünün kullanım ömrünü korumak için ürüne özel bakım talimatlarını takip ediniz., özellik: uzun, color detail: siyah"
ITEM_ca931bfce880,"yuvarlak yapışkanlı siyah kağıt rulo havluluk, peçetelik, yapışkanlı tasarım, banyo peçetelik",ev & mobilya/ev/sofra & mutfak/sofra/peçetelik,multistore,unknown,unknown,"boyut/ebat: 27 cm, renk: siyah, materyal: metal, menşei: tr, bakım talimatları (genel): nemli bir bezle silin., color detail: siyah"
ITEM_f9527a5c0fe3,gümüş baskılı bol paça kesik kot pantolon,giyim/alt giyim/jeans,suseemoda,kadın,yetişkin,"paça tipi: bol paça, kemer/kuşak durumu: kemersiz, bel: yüksek bel, renk: mavi, materyal: denim, cep: 5 cep, ürün tipi: yıpratmalı, koleksiyon: care, boy: uzun, kumaş tipi: denim, siluet: skinny, ortam: casual/günlük, kalıp: slim fit, desen: dokulu, ek özellik: esnek, kapama şekli: fermuarlı, dokuma tipi: stretch, sürdürülebilirlik detayı: evet, persona: smart/office, materyal bileşeni: 80% koton, 20% pamuk, yıkama talimatı: type 1, kutu durumu: kutu yok, color detail: mavi"
ITEM_0256a3b5fbe6,alize angora gold hırka kazak atkı yelek örgü ipi 36 taba,hobi & eğlence/hobi malzemeleri/örgü ipi,prestij boncuk,unknown,unknown,"içerik: akrilik, gramaj: 50 - 99 gr, renk: kahverengi, metraj: 500-999, adet: 1, bakım talimatları (genel): ürünün kullanım ömrünü korumak için ürüne özel bakım talimatlarını takip ediniz., color detail: taba"
ITEM_34628cf6b0f9,yoğun nem veren besleyici el kremi kundal shea butter & macadamia pure hand cream 50ml (baby powder),kozmetik & kişisel bakım/cilt bakım/el ve ayak bakımı/el kremi,kundal,unknown,unknown,"form: krem, hacim: 50 ml, kullanma amacı: nemlendirici, kutu durumu: kutu yok"
ITEM_ef0088b8e32b,platform topuklu bot,ayakkabı/bot & çizme/bot & bootie,lotus ayakkabi & çanta,kadın,yetişkin,"kutu durumu: kutulu, desen: düz, kullanım alanı: günlük, saya materyali: suni deri, bağlama şekli: fermuarlı, materyal: süet, topuk tipi: platform topuklu, topuk boyu: orta topuklu (5-9 cm), renk: kahverengi, dış materyal: süet, kumaş teknolojisi: soğuk havaya dayanıklı, taban materyali: poli, iç taban materyali: tekstil, astar materyali: tekstil, ek özellik: ek özellik mevcut değil, yıkama talimatı: type 4, burun tipi: yuvarlak, ortam: casual/günlük, menşei: tr, kalıp: bot, color detail: vizon"
ITEM_3d6c92a27529,comforter tek kişilik yorgan volenta gri 160x240,ev & mobilya/ev/ev tekstili/yatak odası tekstili/yorgan/çift kişilik yorgan,merinos,unknown,unknown,"boyut/ebat: 160 x 220, dolgu materyali: nano elyaf, dış materyal: polyester, renk: kahverengi, özellik: solmaya dayanıklı, ağırlık: 1 - 3 kg, materyal bileşeni: 100% polyester, yıkama talimatı: type 1, color detail: kahverengi"
ITEM_70d2ffb9d326,"15 adet süslemeli lotus mum, nikah şekeri, doğum, sünnet, düğün nişan söz, kına, doğum günü.",hobi & eğlence/parti malzemeleri/düğün&kına &nikah malzemeleri/söz hediyelik,erse home,unknown,unknown,"diğer özellikler: lotus, hediye, düğün, nişan, kına, kişiselleştirilebilir, menşei: tr, bakım talimatları (genel): ürünün kullanım ömrünü korumak için ürüne özel bakım talimatlarını takip ediniz."
ITEM_8dcaee223ddb,küre 6'lı gold 3 renk gold led modern ledli avize,ev & mobilya/mobilya/elektrik & aydınlatma/avize,istanbul avize,unknown,unknown,"materyal: metal, model: ledli, duy tipi: belirtilmemiş, ampül başlık sayısı: 5, renk: sarı, boyut/ebat: 20 x 19, yükseklik: 71 - 80 cm, kullanım alanı: salon / oturma odası, menşei: tr, color detail: sarı"
ITEM_6d6fcd5427a8,1.5 cm balıksırtı şerit-5 metre,hobi & eğlence/hobi malzemeleri/kurdele,paşateks since 1995 şekil,unknown,unknown,"metraj: 0-49m, renk: pembe, bakım talimatları (genel): ürünün kullanım ömrünü korumak için ürüne özel bakım talimatlarını takip ediniz., color detail: pembe"
ITEM_e8b316ea68fd,denizli cam kristal el imalatı 3 katlı çam ağacı model şekerlik kurabiyelik drajelik 128,ev & mobilya/ev/sofra & mutfak/sofra/şekerlik,paşabahçe,unknown,unknown,"renk: turuncu, materyal: cam, parça sayısı: 1, menşei: tr, bakım talimatları (gıda temas): ürünün kullanım ömrünü korumak için ürüne özel bakım talimatlarını takip ediniz., color detail: şeffaf"
ITEM_30f2f6bdc6bf,"paslanmaz çelik kağıt rulo havluluk, peçetelik, yapışkanlı tasarım, banyo askısı",ev & mobilya/ev/sofra & mutfak/sofra/peçetelik,viyam,unknown,unknown,"boyut/ebat: 27 cm, renk: yeşil, materyal: çelik, menşei: tr, bakım talimatları (genel): ürünün kullanım ömrünü korumak için ürüne özel bakım talimatlarını takip ediniz., color detail: inox"
ITEM_e6ea4af17811,tivil ipek eşarp,giyim/tesettür giyim/eşarp,vakko,unknown,yetişkin,"materyal: ipek tivil, boyut/ebat: 90 x 90, renk: kahverengi, dokuma tipi: twill, ek özellik: ek özellik mevcut değil, desen: düz, baskı/nakış tekniği: baskısız, ortam: gündüz / gece, yıkama talimatı: type 1, kumaş tipi: belirtilmemiş, koleksiyon: tesettür giyim, sürdürülebilirlik detayı: evet, paket içeriği: tekli, sezon: tüm sezonlar, menşei: tr, color detail: kahverengi"
ITEM_a6a18c4b9400,erkek bebek lacivert relaxed pull-on jogger pantolon,giyim/alt giyim/pantolon,gap,erkek,bebek,"kumaş tipi: dokuma, paça tipi: jogger, bel: normal bel, desen: düz, renk: lacivert, boy: regular, siluet: relaxed, kalıp: regular, yıkama talimatı: type 1, menşei: vn, color detail: lacivert-000"
ITEM_ab37edb503a1,çubuklu oda kokusu soft touch 110 ml,ev & mobilya/ev/ev dekorasyon/oda kokusu,homerium,unknown,unknown,"türü: çubuklu oda kokusu, koku aroması: beyaz çiçek, menşei: tr"
ITEM_8e50e73051f0,"erkek beyaz bağcıklı kalın tabanlı spor ayakkabı, hakiki deri sneaker 25sfd694318",ayakkabı/spor ayakkabı/sneaker,derimod,erkek,yetişkin,"taban tipi: kalın taban, dış materyal: hakiki deri, bağlama şekli: bağcıklı, renk: beyaz, materyal: deri, saya materyali: hakiki deri, astar materyali: hakiki deri, iç taban materyali: hakiki deri, taban materyali: eva, topuk boyu: kısa topuklu (1- 4 cm), sürdürülebilirlik detayı: hayır, topuk tipi: kalın topuklu, ortam: gündüz / gece, yıkama talimatı: type 4, desen: düz, kumaş tipi: suni deri, menşei: tr, kutu durumu: kutu yok, color detail: beyaz"
ITEM_9d219835c089,316l çelik gümüş renk sallantı simli bal beteği model nomination charm – prt3500eb03412,aksesuar/takı & mücevher/charm,prativas,unknown,yetişkin,"tema / stil: klasik, garanti süresi: garantisiz, renk: gümüş, ayar: 316 ayar, materyal: çelik, menşei: tr, bakım talimatları (genel): nemli bir bezle silin., özellik: ayarlanabilir, color detail: gümüş"
ITEM_7dc5e0a08c90,mavi metal freze elektrikli törpü makinası ucu protez tırnak,kozmetik & kişisel bakım/saç bakım/saç fırçası ve tarak,tnl,unknown,yetişkin,"renk: mavi, tip: krepe tarağı, menşei: cn, bakım talimatları (genel): ürünün kullanım ömrünü korumak için ürüne özel bakım talimatlarını takip ediniz., color detail: mavi"
ITEM_b4eece7e66d6,. harf baskılı çift bölme kız çocuk kalemlik,kırtasiye & ofis malzemeleri/kalem/kalem kutusu,united colors of benetton,unknown,unknown,"şekil: oval, materyal: tekstil, renk: turkuaz, menşei: tr, color detail: turkuaz-pembe"
ITEM_a41804da819e,compact power cyclonic hepa filtreli güçlü emiş başlıklı torbasız elektrikli süpürge,elektronik/elektrikli ev aletleri/süpürge & ütü/süpürge/torbasız süpürge,tefal,unknown,unknown,"uygulama üzerinden kontrol: yok, priz tipi: c / f, güç (watt): 500-1500 watt, garanti tipi: resmi distribütör garantili, özellik: toz torbasız, garanti süresi: 2 yıl, ses seviyesi: 61 dba - 70 dba, hazne kapasitesi: 1500+ l, hepa filtre: h13, güç kontrolü: mekanik, frekans: 50 hz / 60 hz, voltaj: 220 - 240 v, menşei: fr, filtre seçeneği: filtreli, haritalama: yok, turbo başlık: yok, kir algılama: yok, çalışma tipi: elektrikli"
ITEM_6299e9193a6f,bohem el yapımı rafya ipi ve boncuk duvar dekoru,ev & mobilya/ev/ev dekorasyon/duvar dekorasyonu/duvar dekorasyon ürünü,aava concept,unknown,unknown,"renk: bej, materyal: belirtilmemiş, parça sayısı: 3, menşei: tr, color detail: bej"
ITEM_eb5122a9d170,düşüncenin gücü,kitap/kişisel gelişim & psikoloji/bireysel gelişim,diyojen yayıncılık,unknown,unknown,"cilt bilgisi: ciltsiz, boyut: normal boy, basım dili: türkçe, yazar: james allen (la trobe university victoria), basım yılı: 2020 ve öncesi, sayfa sayısı: 201-250, setli/tekil: tekil ürün, menşei: tr"
ITEM_dbf430c30aac,23s3298 kısa kol t kırmızı çocuk t-shirt,giyim/üst giyim/t-shirt,lescon,unisex,yetişkin,"desen: düz, kalıp: regular, yaka tipi: bisiklet yaka, materyal: kumaş, kumaş tipi: örme, kol tipi: kısa kol, renk: kırmızı, teknik: yok, cep: cepsiz, kol boyu: kısa, koleksiyon: basic, boy: standart, ortam: casual/günlük, baskı/nakış tekniği: baskısız, sürdürülebilirlik detayı: hayır, siluet: basic, yıkama talimatı: kuru temizleme, sezon: yaz, menşei: tr, kutu durumu: kutu yok, color detail: 3 kirmizi"
ITEM_605b122010c2,"kadın roll-on deodorant black&white invisible clear 25ml ve creme care duş jeli x2 adet, lif h",kozmetik & kişisel bakım/cilt bakım/banyo & duş ürünleri/duş jeli,nivea,unisex,yetişkin,"hacim: 250 ml, menşei: de, refill: hayır"
ITEM_8429c28e1ccd,kapaklı kağıt havluluk metal paslanmaz krom kaplama,ev & mobilya/ev/banyo/banyo aksesuarları/banyo seti,hagen,unknown,unknown,"materyal: metal, parça sayısı: 1 parça, renk: beyaz, menşei: tr, color detail: nocolor-73d0f623"
ITEM_1cebcc5d22fb,nakışlı ayak havlusu yeni arma,ev & mobilya/ev/banyo/banyo tekstili/havlu,gül güler,unknown,unknown,"setli/tekil: tekil ürün, materyal: pamuklu, parça sayısı: 1 parça, boyut/ebat: 50 x 75, renk: beyaz, havlu tipi: ayak havlusu, desen: nakışlı / işlemeli, materyal bileşeni: 100% pamukyikama, yıkama talimatı: type 1, kutu durumu: kutu yok, özellik: uzun, color detail: nocolor-1ee556fd"
ITEM_a2c9983a837e,7 oz karton bardak beyaz 100 adet,ev & mobilya/ev/sofra & mutfak/sofra/bardak,shop,unknown,unknown,"materyal: kağıt, parça sayısı: 40 parça, renk: beyaz, hacim: 180 ml, özellik: bpa free, ürün tipi: meşrubat bardağı, menşei: tr, color detail: beyaz"
ITEM_d8c4e45a1bd8,erkek çocuk %100 pamuklu lacivert astronot uzay kaykay desenli uzun kollu kışlık pijama takımı,giyim/ev giyim/pijama/pijama takımı,elmas kids,erkek,çocuk,"kol tipi: uzun kol, sürdürülebilirlik detayı: evet, desen: düz, yaka tipi: bisiklet yaka, paça boyu: uzun, renk: lacivert, materyal: pamuk, ürün tipi: düz, ürün detayı: lastikli, koleksiyon: young, alt-üst takım: sweatshirt-pantolon, kol boyu: uzun, teknik: yıkamalı, kalıp: regular, kumaş tipi: dokuma, bel: lastikli, dokuma tipi: düz dokuma, parça sayısı: 2 parça, siluet: beli lastikli, persona: young, ortam: homewear, ek özellik: yıkamalı, materyal bileşeni: pamuklu kumaş, yıkama talimatı: type 1, paça tipi: lastikli paça, paket içeriği: tekli, boy: uzun, sezon: kış, menşei: tr, color detail: lacivert"
ITEM_54affe53e9c0,leopar astar detaylı blazer ceket,giyim/dış giyim/ceket & yelek/blazer ceket,fatoş butiik,kadın,yetişkin,"renk: bej, materyal: polyester, kumaş tipi: belirtilmemiş, boy: normal boy, kalıp: blazer, ortam: business, desen: düz, yaka tipi: şal yaka, kol boyu: uzun, kol tipi: uzun kol, koleksiyon: business, dokuma tipi: krep, ek özellik: ek özellik mevcut değil, persona: office, materyal bileşeni: %94 polyester, %6 elastane, yıkama talimatı: kuru temizleme, sürdürülebilirlik detayı: hayır, kemer/kuşak durumu: kemersiz, astar durumu: astarlı, siluet: regular, sezon: ilkbahar / sonbahar, menşei: tr, kapama şekli: kruvaze, color detail: taş"
ITEM_66dd782efb11,bohem ve şık çadır bebek ve çocuk 200x150cm fotoğrafçılık fonu,ev & mobilya/ev/ev dekorasyon/duvar dekorasyonu/duvar örtüsü,venspor,unknown,unknown,"boyut/ebat: 200 x 150, renk: siyah, şekil: dikdörtgen, materyal: pamuklu, tema / stil: bebek / çocuk odası, color detail: siyah"
ITEM_ed9fc6a22d07,4560 24kb kadın günlük bot siyah süet,ayakkabı/bot & çizme/bot & bootie,mammamia,kadın,yetişkin,"desen: düz, kutu durumu: kutulu, kullanım alanı: günlük, saya materyali: hakiki deri, bağlama şekli: fermuarlı, materyal: hakiki deri, topuk tipi: düz topuklu, topuk boyu: kısa topuklu (1- 4 cm), renk: siyah, dış materyal: hakiki deri, kumaş teknolojisi: soğuk havaya dayanıklı, taban materyali: termoplastik, iç taban materyali: tekstil, astar materyali: tekstil, persona: fashion forward, ek özellik: ek özellik mevcut değil, materyal bileşeni: hakiki deri, yıkama talimatı: yıkanmaz, ürün detayı: fusped, burun tipi: yuvarlak, ortam: casual/günlük, menşei: tr, sezon: kış, kalıp: bot, color detail: siyah süet"
ITEM_6e8b12a545e8,çiçek buket kağıdı - çiçek ambalaj kağıdı - siyah - altın kenarlı - mat opp 58x58 cm - 20 adet,hobi & eğlence/hediyelik ürünler/paketleme malzemesi,roco paper,unknown,unknown,"menşei: tr, renk: siyah, color detail: 20li siyah - altın kenarlı"
ITEM_54aa483b3732,kadın kahverengi tokalı kalın taban fermuarlı chelsea günlük bot,ayakkabı/bot & çizme/bot & bootie,sena still,kadın,yetişkin,"desen: düz, kutu durumu: kutulu, kullanım alanı: günlük, saya materyali: suni deri + tekstil, bağlama şekli: fermuarlı, materyal: suni deri, topuk tipi: kalın topuklu, topuk boyu: orta topuklu (5-9 cm), renk: kahverengi, dış materyal: suni deri, kumaş teknolojisi: soğuk havaya dayanıklı, taban materyali: termoplastik, iç taban materyali: suni deri, astar materyali: suni deri, persona: cool & comfort, ek özellik: ek özellik mevcut değil, materyal bileşeni: suni deri, yıkama talimatı: önerilmez, ürün detayı: suni deri, burun tipi: yuvarlak, ortam: casual/günlük, menşei: tr, sezon: kış, kalıp: bot, color detail: kahverengi"
ITEM_837fea88eae0,yeni sezon beyaz gizli dolgu topuklu spor ayakkabı toplam yüksekliği 10 cm,ayakkabı/topuklu ayakkabı/dolgu topuklu ayakkabı,bymoda,kadın,genç,"topuk boyu: yüksek topuklu (10 cm ve üzeri), koleksiyon: glam, saya materyali: suni deri, iç taban materyali: suni deri, materyal: suni deri, renk: beyaz, taban materyali: poli, astar materyali: tekstil, bağlama şekli: bağcıklı, materyal bileşeni: %100 vegan deri , yıkama talimatı: hayir , topuk tipi: dolgu topuklu, desen: mix, kumaş tipi: belirtilmemiş, ek özellik: bağcıklı, sürdürülebilirlik detayı: evet, ortam: günlük, menşei: tr, dış materyal: suni deri, color detail: beyaz a açık geri"
ITEM_80afde22f3a9,bow bag siyah kadın astarlı içi gözlü fiyonk detaylı fermuarlı baget kol çantası,aksesuar/çanta/omuz çantası,ronasbag,kadın,genç,"materyal: suni deri, deri kalitesi: parça mevcut değil, renk: siyah, ortam: casual/günlük, yıkama talimatı: soğuk su ve hassas program, desen: düz, kumaş tipi: belirtilmemiş, koleksiyon: design, sürdürülebilirlik detayı: evet, paket içeriği: 1+, yaş: tüm yaş grupları, menşei: tr, sezon: tüm sezonlar, color detail: siyah"
ITEM_a92fcbe4b3c7,pamuklu streç blazer ceket erkek ceket zox50311095c461,giyim/dış giyim/ceket & yelek/blazer ceket,boss,erkek,yetişkin,"renk: lacivert, materyal: pamuk - elastan, kumaş tipi: dokuma, boy: regular, kalıp: regular, ortam: günlük, desen: düz, yaka tipi: ceket yaka, kol boyu: uzun, kol tipi: uzun kol, ek özellik: ek özellik mevcut değil, persona: fashion forward, materyal bileşeni: 99% pamuk, 1% elastan, yıkama talimatı: type 2, sürdürülebilirlik detayı: hayır, kemer/kuşak durumu: kemersiz, astar durumu: astarsız, siluet: uzun, color detail: lacivert"
